learner_id,signup_date,state,age,exam_category,tier,monthly_spend_inr,months_subscribed,spend_to_date_inr,days_to_renewal,lessons_total,lessons_last_30d,mock_tests_total,mock_tests_last_30d,doubt_sessions,live_classes,days_active,days_since_last_login,avg_session_min,total_time_hrs,streak_days,login_freq_per_week,notes_saved,videos_rewatched,funnel_stage,churned,churn_risk_score,ltv_inr,cluster,segment,pca1,pca2,churn_probability,action_priority,action_label,action_reason,action_type,action_rev_upside
UA204180,2025-05-31,Karnataka,25,UPSC,Free,0,0,0,,1,0,11,0,3,10,22,9,38.2,0.6,3,2,16,1,Signed Up,0,0,0.0,2,🧠 Serious Aspirants,0.6656317615371308,0.0458990248006067,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA204181,2024-10-30,Bihar,19,Banking,Free,0,0,0,,1,0,3,0,3,2,20,19,29.7,0.5,4,2,14,4,First Lesson,0,0,0.0,3,😴 Casual Browsers,-0.5020797912619035,0.8930390705124939,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA204182,2025-03-25,UP,19,UPSC,Free,0,0,0,,1,0,5,0,6,13,23,6,38.6,0.6,5,3,9,1,First Lesson,0,0,0.0,2,🧠 Serious Aspirants,0.1270907716586114,-0.1100898359257374,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA204183,2025-04-16,WB,17,UPSC,Free,0,0,0,,2,0,2,0,3,6,25,25,46.3,1.5,3,2,13,0,Signed Up,0,0,0.0,1,🚀 High Intent,-0.2794954419136315,-0.6613986659560697,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA204184,2024-08-16,AP,22,JEE,Free,0,0,0,,1,0,7,0,3,11,20,0,38.9,0.6,5,2,11,0,Signed Up,0,0,0.0,3,😴 Casual Browsers,-0.360456952042559,-0.5633336876275725,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA204185,2025-05-11,TN,21,Banking,Free,0,0,0,,1,0,7,0,3,7,21,9,31.5,0.5,2,1,12,0,Signed Up,0,0,0.0,3,😴 Casual Browsers,-1.0915201629102742,-0.1064222104506239,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA204186,2024-04-11,Maharashtra,24,JEE,Free,0,0,0,,2,0,5,0,4,19,17,5,36.9,1.2,3,3,10,2,First Lesson,0,0,0.0,1,🚀 High Intent,-0.5570014640164919,-1.4044247122204816,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA204187,2024-07-27,Gujarat,17,JEE,Free,0,0,0,,1,0,7,0,2,8,20,16,36.8,0.6,5,4,16,2,Signed Up,0,0,0.0,2,🧠 Serious Aspirants,0.5168624684949218,0.5281826808063657,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA204188,2024-10-04,Bihar,24,Banking,Iconic,2396,13,31148,-91.0,1,11,5,1,2,5,13,4,25.2,0.4,2,1,6,2,Subscribed,0,12,14376.0,3,😴 Casual Browsers,-2.643102962507885,-0.1592937429554018,0.359,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,718.8
UA204189,2025-06-21,Bihar,18,JEE,Plus,1562,15,23430,206.0,1,7,6,0,4,7,19,20,39.1,0.7,7,2,7,3,Subscribed,0,21,23430.0,2,🧠 Serious Aspirants,-0.0395100957364632,0.7976887645724948,0.465,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,468.59999999999997
UA204190,2026-02-18,Maharashtra,20,Banking,Free,0,0,0,,1,0,3,0,1,2,21,7,34.8,0.6,5,3,9,1,First Lesson,0,0,0.0,3,😴 Casual Browsers,-1.199131005385422,-0.1236986549299845,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA204191,2024-04-27,UP,25,CAT,Free,0,0,0,,1,0,2,0,2,9,33,2,42.3,0.7,5,2,9,3,Signed Up,0,0,0.0,2,🧠 Serious Aspirants,0.1767008953485726,-0.1770748186642803,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA204192,2024-12-09,AP,21,UPSC,Free,0,0,0,,1,0,9,0,0,9,29,4,40.9,0.7,7,1,17,1,3+ Lessons,0,0,0.0,2,🧠 Serious Aspirants,1.0907094000752469,-0.2690850245960781,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA204193,2025-04-16,WB,19,UPSC,Iconic,2396,2,4792,-257.0,1,10,6,1,1,8,29,17,37.5,0.6,6,2,15,4,Subscribed,0,5,4792.0,2,🧠 Serious Aspirants,0.973358333486242,0.7525608276240036,0.24,✅ HEALTHY,Nurture with content recommendations,"Engaged, low risk — keep them happy",nurture,0.0
UA204194,2024-06-22,Maharashtra,17,JEE,Plus,1562,9,14058,-343.0,1,9,7,0,2,11,40,4,38.6,0.6,8,3,13,1,Subscribed,0,5,14058.0,2,🧠 Serious Aspirants,1.8343249854497188,-0.2627980539211942,0.309,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,468.59999999999997
UA204195,2026-02-14,Karnataka,21,NEET,Plus,1562,7,10934,191.0,1,8,6,1,6,6,25,7,34.4,0.6,5,1,14,2,Subscribed,0,10,10934.0,2,🧠 Serious Aspirants,0.5853890614085372,0.0711814230666312,0.37,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,468.59999999999997
UA204196,2024-06-15,AP,18,SSC,Free,0,0,0,,1,0,3,0,1,2,26,0,26.8,0.4,4,3,11,1,Signed Up,0,0,0.0,3,😴 Casual Browsers,-1.1441217522591969,-0.4666807095367721,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA204197,2025-04-06,AP,20,UPSC,Iconic,2396,12,28752,52.0,2,11,7,3,1,8,30,5,29.2,1.0,2,5,16,1,Subscribed,0,5,28752.0,1,🚀 High Intent,0.436499730620336,-1.512084121757311,0.269,✅ HEALTHY,Nurture with content recommendations,"Engaged, low risk — keep them happy",nurture,0.0
UA204198,2025-06-20,Bihar,21,JEE,Free,0,0,0,,1,0,6,0,5,11,34,3,35.9,0.6,5,3,15,2,Subscription Page Visited,0,0,0.0,2,🧠 Serious Aspirants,1.5356287278974945,-0.1359782182493231,0.0,⚡ HOT LEAD,Show Plus offer immediately after mock test result,Mock test completion = highest intent signal. Strike now.,conversion,1562.0
UA204199,2024-04-01,Maharashtra,21,CAT,Plus,1562,1,1562,-671.0,1,6,2,2,5,9,26,27,26.4,0.4,2,1,8,1,Subscribed,0,21,1562.0,3,😴 Casual Browsers,-1.572123444466598,0.9170237165925844,0.475,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,468.59999999999997
UA204200,2024-04-20,WB,19,SSC,Iconic,2396,18,43128,-155.0,1,6,3,2,2,4,22,13,18.6,0.3,6,3,3,0,Subscribed,0,27,14376.0,3,😴 Casual Browsers,-2.3225937767199163,0.0657013994256318,0.574,🟠 HIGH RISK,Send re-engagement push notification,Drop in session activity — remind them of progress made,churn_prevention,1677.1999999999998
UA204201,2025-07-05,UP,21,CAT,Free,0,0,0,,1,0,2,0,5,6,33,13,30.7,0.5,4,5,22,1,3+ Lessons,0,0,0.0,2,🧠 Serious Aspirants,1.3950726003747478,0.3209845168251063,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA204202,2024-04-05,MP,22,JEE,Free,0,0,0,,1,0,6,0,5,12,32,12,36.4,0.6,9,5,10,1,Signed Up,0,0,0.0,2,🧠 Serious Aspirants,1.61800288541112,0.2072575315633367,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA204203,2025-11-12,Maharashtra,22,SSC,Plus,1562,8,12496,152.0,1,4,5,2,3,4,25,10,29.2,0.5,2,1,7,0,Subscribed,0,20,6248.0,3,😴 Casual Browsers,-1.6804868133987172,-0.0949520220936246,0.521,🟠 HIGH RISK,Send re-engagement push notification,Drop in session activity — remind them of progress made,churn_prevention,1093.3999999999999
UA204204,2025-05-17,Gujarat,26,NEET,Free,0,0,0,,2,0,7,0,1,5,28,22,44.0,1.5,4,3,9,0,Subscription Page Visited,0,0,0.0,1,🚀 High Intent,0.0865065912844992,-0.8440342561811849,0.0,⚡ HOT LEAD,Show Plus offer immediately after mock test result,Mock test completion = highest intent signal. Strike now.,conversion,1562.0
UA204205,2024-04-02,Maharashtra,17,JEE,Free,0,0,0,,2,0,6,0,4,9,23,25,26.9,0.9,7,1,14,1,3+ Lessons,0,0,0.0,1,🚀 High Intent,0.0798591698790164,-0.486637102868341,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA204206,2024-09-04,Bihar,18,Banking,Free,0,0,0,,1,0,3,0,2,4,13,10,26.2,0.4,5,1,10,2,First Lesson,0,0,0.0,3,😴 Casual Browsers,-2.034377657686558,0.1706165333872755,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA204207,2024-03-31,UP,20,NEET,Iconic,2396,10,23960,-400.0,1,7,5,1,6,11,26,15,30.7,0.5,1,2,8,2,Subscribed,0,11,23960.0,3,😴 Casual Browsers,-0.667883646958077,0.446549917578183,0.429,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,718.8
UA204208,2024-05-16,Bihar,26,JEE,Free,0,0,0,,1,0,7,0,3,8,28,1,34.7,0.6,7,2,9,2,Signed Up,0,0,0.0,2,🧠 Serious Aspirants,0.4244634878992213,-0.2955069721350913,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA204209,2024-10-22,MP,22,CAT,Free,0,0,0,,1,0,4,0,2,3,20,4,41.4,0.7,5,8,10,1,Signed Up,0,0,0.0,2,🧠 Serious Aspirants,0.1413816469898811,-0.2057129221128721,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA204210,2024-12-22,Karnataka,19,JEE,Plus,1562,6,9372,-241.0,1,7,6,2,6,9,29,11,36.6,0.6,6,4,12,5,Subscribed,0,7,9372.0,2,🧠 Serious Aspirants,1.830506342970466,0.6383235093638437,0.33,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,468.59999999999997
UA204211,2024-11-13,MP,21,NEET,Iconic,2396,15,35940,-28.0,1,10,3,2,3,9,21,9,41.5,0.7,3,1,20,2,Subscribed,0,16,33544.0,2,🧠 Serious Aspirants,0.0883559010013497,0.1548237338081098,0.414,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,718.8
UA204212,2025-11-26,WB,17,UPSC,Free,0,0,0,,1,0,5,0,1,9,38,30,41.3,0.7,3,4,12,2,Signed Up,0,0,0.0,0,⚠️ At-Risk,0.895714104742647,1.155067300628894,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA204213,2025-06-04,MP,25,Banking,Free,0,0,0,,1,0,3,0,2,5,15,5,27.2,0.5,4,0,11,1,Signed Up,0,0,0.0,3,😴 Casual Browsers,-2.19741499755926,-0.2128992182083671,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA204214,2025-01-17,MP,17,JEE,Plus,1562,19,29678,180.0,1,9,6,0,4,5,30,7,45.0,0.8,6,1,10,1,Subscribed,0,19,28116.0,2,🧠 Serious Aspirants,0.6952181847670642,-0.1211470941931548,0.42,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,468.59999999999997
UA204215,2024-07-18,WB,20,JEE,Iconic,2396,20,47920,41.0,1,8,6,4,2,8,22,9,43.1,0.7,6,5,9,2,Subscribed,0,13,28752.0,2,🧠 Serious Aspirants,0.3898218268983335,0.1260454528289645,0.357,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,718.8
UA204216,2025-06-27,Rajasthan,20,CAT,Free,0,0,0,,1,0,3,0,1,4,25,17,26.1,0.4,2,2,10,0,Subscription Page Visited,0,0,0.0,3,😴 Casual Browsers,-1.934995544938535,0.2638101816409446,0.0,⚡ HOT LEAD,Show Plus offer immediately after mock test result,Mock test completion = highest intent signal. Strike now.,conversion,1562.0
UA204217,2026-01-20,UP,21,UPSC,Free,0,0,0,,1,0,5,0,3,10,19,9,38.4,0.6,9,4,14,2,Subscription Page Visited,0,0,0.0,2,🧠 Serious Aspirants,0.7663845835677043,0.1753468131164886,0.0,⚡ HOT LEAD,Show Plus offer immediately after mock test result,Mock test completion = highest intent signal. Strike now.,conversion,1562.0
UA204218,2024-11-28,UP,17,JEE,Iconic,2396,4,9584,-348.0,1,9,5,3,2,8,25,22,21.8,0.4,6,2,14,1,Subscribed,0,21,9584.0,3,😴 Casual Browsers,-0.5764513046133883,0.6924604511649131,0.411,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,718.8
UA204219,2025-05-11,Rajasthan,19,Banking,Free,0,0,0,,1,0,5,0,4,5,24,9,29.8,0.5,3,5,6,0,Signed Up,0,0,0.0,3,😴 Casual Browsers,-0.9468209540137288,-0.0903456499510904,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA204220,2024-04-20,Bihar,20,SSC,Free,0,0,0,,1,0,0,0,2,1,19,0,20.4,0.3,3,2,10,2,First Lesson,0,0,0.0,3,😴 Casual Browsers,-2.4088995100871453,-0.3401283528481095,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA204221,2025-06-19,UP,27,UPSC,Iconic,2396,12,28752,86.0,1,9,8,0,2,15,32,13,45.3,0.8,3,2,12,5,Subscribed,0,5,28752.0,2,🧠 Serious Aspirants,1.3816354175160768,0.6429338778335958,0.393,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,718.8
UA204222,2024-08-05,UP,20,NEET,Plus,1562,8,12496,-348.0,1,9,4,4,5,12,27,10,52.6,0.9,4,1,13,1,Subscribed,0,5,12496.0,2,🧠 Serious Aspirants,0.7212899909012572,0.0498764826052592,0.274,✅ HEALTHY,Nurture with content recommendations,"Engaged, low risk — keep them happy",nurture,0.0
UA204223,2024-10-28,AP,23,SSC,Free,0,0,0,,1,0,4,0,5,5,9,21,30.5,0.5,3,1,13,1,3+ Lessons,0,0,0.0,3,😴 Casual Browsers,-1.685095926130827,0.6734677607232008,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA204224,2025-12-19,WB,21,Banking,Plus,1562,11,17182,255.0,1,7,6,2,2,6,14,8,23.2,0.4,2,1,7,1,Subscribed,0,14,14058.0,3,😴 Casual Browsers,-2.586244350851659,-0.0627613493100079,0.456,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,468.59999999999997
UA204225,2025-05-06,Karnataka,18,UPSC,Free,0,0,0,,3,0,6,0,3,14,31,8,35.4,1.8,0,3,14,1,First Lesson,0,0,0.0,1,🚀 High Intent,0.3122142244572018,-2.732113471998433,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA204226,2024-05-01,Rajasthan,23,NEET,Iconic,2396,14,33544,-214.0,2,11,5,2,0,5,27,34,33.9,1.1,3,1,11,3,Subscribed,0,23,33544.0,0,⚠️ At-Risk,-0.6042036434440938,0.1040941166070577,0.457,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,718.8
UA204227,2025-11-28,Maharashtra,17,JEE,Free,0,0,0,,1,0,8,0,4,6,31,15,35.3,0.6,5,3,15,4,Signed Up,0,0,0.0,2,🧠 Serious Aspirants,1.7366279593538614,0.7059327777240969,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA204228,2025-03-31,Bihar,21,JEE,Plus,1562,5,7810,-163.0,2,13,9,2,2,11,36,1,36.6,1.2,9,0,19,2,Subscribed,0,5,7810.0,1,🚀 High Intent,2.335317050655647,-1.6270561907931071,0.194,🚀 UPGRADE,Show Iconic upgrade offer with social proof,High engagement Plus user — ready for premium,upsell,834.0
UA204229,2024-11-01,Maharashtra,20,SSC,Free,0,0,0,,1,0,3,0,4,6,15,0,20.5,0.3,3,1,1,0,Mock Test Taken,0,0,0.0,3,😴 Casual Browsers,-3.361433026926232,-0.599497954519172,0.0,⚡ HOT LEAD,Show Plus offer immediately after mock test result,Mock test completion = highest intent signal. Strike now.,conversion,1562.0
UA204230,2025-07-19,Bihar,23,UPSC,Free,0,0,0,,1,0,9,0,3,12,30,0,49.4,0.8,6,4,16,0,3+ Lessons,0,0,0.0,2,🧠 Serious Aspirants,2.025813075693173,-0.5368182788407346,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA204231,2025-12-30,UP,22,NEET,Free,0,0,0,,3,0,2,0,3,7,24,8,33.9,1.7,1,1,14,1,3+ Lessons,0,0,0.0,1,🚀 High Intent,-0.9379511123516646,-2.747221305774221,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA204232,2024-06-25,MP,21,JEE,Free,0,0,0,,1,0,2,0,5,11,33,12,40.3,0.7,3,3,12,1,Signed Up,0,0,0.0,2,🧠 Serious Aspirants,0.3813797533455065,0.1691549385758624,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA204233,2025-10-29,WB,22,Banking,Free,0,0,0,,1,0,6,0,1,7,18,12,38.2,0.6,1,1,10,2,Signed Up,0,0,0.0,3,😴 Casual Browsers,-1.4607622999674246,0.2312476144650918,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA204234,2024-06-23,Karnataka,23,NEET,Free,0,0,0,,1,0,7,0,4,10,26,54,25.0,0.4,0,1,5,2,First Lesson,0,0,0.0,0,⚠️ At-Risk,-1.5361687586262411,2.3862899798894164,0.0,😴 DORMANT,Win-back email with exam date urgency,Long inactive — exam deadline urgency is the trigger,reactivation,0.0
UA204235,2025-12-27,WB,18,SSC,Iconic,2396,11,26356,248.0,2,11,3,2,3,5,21,18,32.1,1.1,4,2,7,1,Subscribed,1,34,7787.0,3,😴 Casual Browsers,-1.3673688543677656,-0.9058208638015424,0.533,🟠 HIGH RISK,Send re-engagement push notification,Drop in session activity — remind them of progress made,churn_prevention,1677.1999999999998
UA204236,2026-02-16,Bihar,17,CAT,Plus,1562,13,20306,403.0,1,3,2,2,2,6,28,9,36.9,0.6,6,1,17,1,Subscribed,0,7,10934.0,2,🧠 Serious Aspirants,0.0625023882469291,0.0030030909374455,0.509,🟠 HIGH RISK,Send re-engagement push notification,Drop in session activity — remind them of progress made,churn_prevention,1093.3999999999999
UA204237,2024-07-29,Maharashtra,22,Banking,Free,0,0,0,,1,0,4,0,1,5,14,9,15.6,0.3,4,2,2,1,Signed Up,0,0,0.0,3,😴 Casual Browsers,-3.4139599761503185,-0.0350418802658376,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA204238,2025-04-05,WB,22,CAT,Free,0,0,0,,1,0,11,0,0,6,20,81,18.7,0.3,1,0,16,2,3+ Lessons,0,0,0.0,0,⚠️ At-Risk,-1.1977505475370531,3.794285291896992,0.0,😴 DORMANT,Win-back email with exam date urgency,Long inactive — exam deadline urgency is the trigger,reactivation,0.0
UA204239,2026-01-05,UP,20,NEET,Iconic,2396,20,47920,573.0,1,6,2,1,1,8,28,15,41.5,0.7,4,5,14,2,Subscribed,0,22,35940.0,2,🧠 Serious Aspirants,0.2800341893100878,0.4275271375569525,0.422,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,718.8
UA204240,2025-05-19,Gujarat,17,Banking,Free,0,0,0,,1,0,6,0,5,7,12,3,23.8,0.4,3,1,7,1,Mock Test Taken,0,0,0.0,3,😴 Casual Browsers,-2.1119166630167485,-0.2713214705046245,0.0,⚡ HOT LEAD,Show Plus offer immediately after mock test result,Mock test completion = highest intent signal. Strike now.,conversion,1562.0
UA204241,2025-09-26,Maharashtra,17,NEET,Iconic,2396,14,33544,277.0,1,7,5,1,4,6,25,9,24.3,0.4,2,2,13,2,Subscribed,0,11,28752.0,3,😴 Casual Browsers,-0.6794064705192532,0.1575919567710714,0.43,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,718.8
UA204242,2025-12-07,WB,17,JEE,Free,0,0,0,,1,0,8,0,3,11,32,6,32.6,0.5,9,6,16,1,Mock Test Taken,0,0,0.0,2,🧠 Serious Aspirants,2.1659863323404256,-0.0671192805181242,0.0,⚡ HOT LEAD,Show Plus offer immediately after mock test result,Mock test completion = highest intent signal. Strike now.,conversion,1562.0
UA204243,2025-04-07,WB,20,NEET,Plus,1562,8,12496,-92.0,1,4,5,3,7,10,19,29,15.8,0.3,1,3,10,2,Subscribed,0,29,12496.0,3,😴 Casual Browsers,-1.330342470289027,1.2318449197206454,0.378,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,468.59999999999997
UA204244,2024-08-13,WB,19,JEE,Iconic,2396,5,11980,-436.0,1,4,5,5,3,15,30,9,35.8,0.6,5,2,10,3,Subscribed,0,5,11980.0,2,🧠 Serious Aspirants,0.3259206731310849,0.2214391277833253,0.304,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,718.8
UA204245,2024-04-20,Maharashtra,23,Banking,Free,0,0,0,,1,0,3,0,3,10,19,0,36.8,0.6,2,2,10,3,First Lesson,0,0,0.0,3,😴 Casual Browsers,-1.107969171366877,-0.2287924811407695,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA204246,2024-08-08,AP,21,NEET,Free,0,0,0,,1,0,3,0,3,8,18,32,36.2,0.6,5,0,10,2,First Lesson,0,0,0.0,0,⚠️ At-Risk,-1.2245105363386657,1.2696648133086683,0.0,😴 DORMANT,Win-back email with exam date urgency,Long inactive — exam deadline urgency is the trigger,reactivation,0.0
UA204247,2024-04-05,UP,22,JEE,Iconic,2396,4,9584,-550.0,1,10,8,1,7,9,25,5,40.9,0.7,5,2,6,3,Subscribed,0,6,9584.0,2,🧠 Serious Aspirants,0.7938443365079402,0.0565105567179144,0.23,✅ HEALTHY,Nurture with content recommendations,"Engaged, low risk — keep them happy",nurture,0.0
UA204248,2025-07-10,Maharashtra,22,SSC,Free,0,0,0,,1,0,4,0,2,4,11,15,41.4,0.7,3,4,12,3,Signed Up,0,0,0.0,3,😴 Casual Browsers,-0.8459126197527944,0.5679642584463447,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA204249,2025-01-29,Bihar,24,JEE,Free,0,0,0,,1,0,4,0,2,8,27,3,39.6,0.7,5,1,10,5,Signed Up,0,0,0.0,2,🧠 Serious Aspirants,0.1715296495750459,0.1219341014664947,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA204250,2026-01-30,MP,20,JEE,Iconic,2396,3,7188,55.0,1,8,7,0,2,6,19,2,31.2,0.5,4,3,13,0,Subscribed,0,10,7188.0,3,😴 Casual Browsers,-0.7190062605989139,-0.4401911925625467,0.357,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,718.8
UA204251,2026-01-02,UP,18,NEET,Free,0,0,0,,1,0,1,0,3,6,30,7,34.7,0.6,9,5,12,2,Signed Up,0,0,0.0,2,🧠 Serious Aspirants,0.7927985723662683,0.0488775688657918,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA204252,2024-04-24,Rajasthan,19,JEE,Free,0,0,0,,3,0,10,0,2,9,16,19,26.2,1.3,6,4,19,3,3+ Lessons,0,0,0.0,1,🚀 High Intent,1.048408515844257,-1.8486241461176884,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA204253,2026-02-16,Maharashtra,20,Banking,Free,0,0,0,,1,0,6,0,3,3,19,9,32.9,0.5,2,4,6,0,First Lesson,0,0,0.0,3,😴 Casual Browsers,-1.4685154641295628,-0.1106556989746339,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA204254,2024-07-04,Bihar,17,NEET,Free,0,0,0,,1,0,7,0,2,11,29,1,28.9,0.5,4,1,11,1,Signed Up,0,0,0.0,3,😴 Casual Browsers,-0.4460769743079881,-0.4238053741074155,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA204255,2024-06-01,Karnataka,17,SSC,Free,0,0,0,,2,0,5,0,0,4,20,15,25.1,0.8,1,1,8,0,Signed Up,0,0,0.0,3,😴 Casual Browsers,-2.566418875568621,-1.2108041718228653,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA204256,2024-03-24,UP,19,NEET,Free,0,0,0,,1,0,3,0,4,9,26,2,33.6,0.6,3,4,18,0,Signed Up,0,0,0.0,2,🧠 Serious Aspirants,0.1570979985802046,-0.397363222418566,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA204257,2025-01-08,MP,25,SSC,Plus,1562,13,20306,0.0,1,4,5,0,1,7,11,21,32.0,0.5,5,2,10,2,Subscribed,0,23,15620.0,3,😴 Casual Browsers,-1.6500995930491231,0.7278174418030476,0.56,🟠 HIGH RISK,Send re-engagement push notification,Drop in session activity — remind them of progress made,churn_prevention,1093.3999999999999
UA204258,2024-11-28,Bihar,22,NEET,Free,0,0,0,,1,0,6,0,2,10,26,17,58.6,1.0,5,2,7,2,Signed Up,0,0,0.0,2,🧠 Serious Aspirants,0.5845004814968304,0.4550290377915487,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA204259,2024-10-21,MP,20,CAT,Free,0,0,0,,1,0,2,0,4,6,19,21,41.6,0.7,1,2,10,0,First Lesson,0,0,0.0,3,😴 Casual Browsers,-1.495759540668929,0.4925707024047323,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA204260,2025-10-02,Gujarat,22,UPSC,Plus,1562,10,15620,171.0,2,9,6,0,0,11,34,3,58.6,2.0,5,1,11,1,Subscribed,0,5,15620.0,1,🚀 High Intent,1.088124226045324,-1.7517047529335428,0.342,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,468.59999999999997
UA204261,2025-04-19,AP,18,UPSC,Iconic,2396,13,31148,109.0,2,8,12,1,1,7,33,2,25.0,0.8,3,2,18,2,Subscribed,0,5,31148.0,1,🚀 High Intent,1.1935921762696529,-1.5551900246987718,0.357,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,718.8
UA204262,2024-12-15,TN,20,NEET,Iconic,2396,7,16772,-252.0,1,4,2,2,2,7,22,27,28.1,0.5,3,2,10,1,Subscribed,0,31,16772.0,3,😴 Casual Browsers,-1.7381635734367615,0.9057524790094856,0.535,🟠 HIGH RISK,Send re-engagement push notification,Drop in session activity — remind them of progress made,churn_prevention,1677.1999999999998
